,date,position,city,state,endorser,endorsee,endorser party,source,order,category,body,district,points_x,key,name,x,y,points_y,points_by_state
693,,DNC member,,AZ,Sierra Yamanaka,,D,,,DNC members,,,1,AZ,Arizona,1,5,38,0.0
694,,senator,,NH,Margaret Wood Hassan,,D,,,Senators,,,6,NH,New Hampshire,10,1,26,0.0
695,,senator,,NH,Jeanne Shaheen,,D,,,Senators,,,6,NH,New Hampshire,10,1,26,0.0
696,,representative,,NH,Chris Pappas,,D,,,Representatives,,1.0,3,NH,New Hampshire,10,1,26,0.0
697,,representative,,NH,Ann Kuster,,D,,,Representatives,,2.0,3,NH,New Hampshire,10,1,26,0.0
698,,speaker,,NH,Steve Shurtleff,,D,,,State legislative leaders,House,,2,NH,New Hampshire,10,1,26,0.0
699,,president,,NH,Donna Soucy,,D,,,State legislative leaders,Senate,,2,NH,New Hampshire,10,1,26,0.0
700,,DNC member,,NH,Raymond C. Buckley II,,D,,,DNC members,,,1,NH,New Hampshire,10,1,26,0.0
701,,DNC member,,NH,Martha Fuller Clark,,D,,,DNC members,,,1,NH,New Hampshire,10,1,26,0.0
702,,DNC member,,NH,William H. Shaheen,,D,,,DNC members,,,1,NH,New Hampshire,10,1,26,0.0
703,,DNC member,,NH,Kathleen Sullivan,,D,,,DNC members,,,1,NH,New Hampshire,10,1,26,0.0
704,,senator,,NV,Catherine Cortez Masto,,D,,,Senators,,,6,NV,Nevada,1,3,49,0.0
705,,senator,,NV,Jacky Rosen,,D,,,Senators,,,6,NV,Nevada,1,3,49,0.0
706,,former Senate majority leader,,NV,Harry Reid,,D,,,Former party leaders,,,5,NV,Nevada,1,3,49,0.0
707,,mayor,Las Vegas,NV,Carolyn Goodman,,,,27.0,Mayors,,,3,NV,Nevada,1,3,49,0.0
708,,mayor,Henderson,NV,Debra March,,D,,61.0,Mayors,,,3,NV,Nevada,1,3,49,0.0
709,,representative,,NV,Dina Titus,,D,,,Representatives,,1.0,3,NV,Nevada,1,3,49,0.0
710,,representative,,NV,Susie Lee,,D,,,Representatives,,3.0,3,NV,Nevada,1,3,49,0.0
711,,representative,,NV,Steven A. Horsford,,D,,,Representatives,,4.0,3,NV,Nevada,1,3,49,0.0
712,,president pro tem,,NV,Mo Denis,,D,,,State legislative leaders,Senate,,2,NV,Nevada,1,3,49,0.0
713,,speaker,,NV,Jason Frierson,,D,,,State legislative leaders,House,,2,NV,Nevada,1,3,49,0.0
714,,lieutenant governor,,NV,Kate Marshall,,D,,129.0,Statewide officeholders,,,2,NV,Nevada,1,3,49,0.0
715,,attorney general,,NV,Aaron Ford,,D,,131.0,Statewide officeholders,,,2,NV,Nevada,1,3,49,0.0
716,,state treasurer,,NV,Zach Conine,,D,,132.0,Statewide officeholders,,,2,NV,Nevada,1,3,49,0.0
717,,state controller,,NV,Catherine Byrne,,D,,133.0,Statewide officeholders,,,2,NV,Nevada,1,3,49,0.0
718,,DNC member,,NV,Artie Blanco,,D,,,DNC members,,,1,NV,Nevada,1,3,49,0.0
719,,DNC member,,NV,Alex Goff,,D,,,DNC members,,,1,NV,Nevada,1,3,49,0.0
720,,DNC member,,NV,William McCurdy II,,D,,,DNC members,,,1,NV,Nevada,1,3,49,0.0
721,,DNC member,,NV,Marty McGarry,,D,,,DNC members,,,1,NV,Nevada,1,3,49,0.0
722,,DNC member,,NV,Allison A. Stephens,,D,,,DNC members,,,1,NV,Nevada,1,3,49,0.0
723,,senator,,WI,Tammy Baldwin,,D,,,Senators,,,6,WI,Wisconsin,5,1,39,0.0
724,,mayor,Milwaukee,WI,Tom Barrett,,D,,30.0,Mayors,,,3,WI,Wisconsin,5,1,39,0.0
725,,representative,,WI,Mark Pocan,,D,,,Representatives,,2.0,3,WI,Wisconsin,5,1,39,0.0
726,,representative,,WI,Ron Kind,,D,,,Representatives,,3.0,3,WI,Wisconsin,5,1,39,0.0
727,,representative,,WI,Gwen Moore,,D,,,Representatives,,4.0,3,WI,Wisconsin,5,1,39,0.0
728,,minority leader,,WI,Gordon Hintz,,D,,,State legislative leaders,House,,2,WI,Wisconsin,5,1,39,0.0
729,,minority leader,,WI,Jennifer Shilling,,D,,,State legislative leaders,Senate,,2,WI,Wisconsin,5,1,39,0.0
730,,lieutenant governor,,WI,Mandela Barnes,,D,,227.0,Statewide officeholders,,,2,WI,Wisconsin,5,1,39,0.0
731,,secretary of state,,WI,Doug La Follette,,D,,228.0,Statewide officeholders,,,2,WI,Wisconsin,5,1,39,0.0
732,,state treasurer,,WI,Sarah Godlewski,,D,,229.0,Statewide officeholders,,,2,WI,Wisconsin,5,1,39,0.0
733,,attorney general,,WI,Josh Kaul,,D,,230.0,Statewide officeholders,,,2,WI,Wisconsin,5,1,39,0.0
734,,superintendent of public instruction,,WI,Carolyn Stanford Taylor,,D,,231.0,Statewide officeholders,,,2,WI,Wisconsin,5,1,39,0.0
735,,DNC member,,WI,Janet T. Bewley,,D,,,DNC members,,,1,WI,Wisconsin,5,1,39,0.0
736,,DNC member,,WI,David Bowen,,D,,,DNC members,,,1,WI,Wisconsin,5,1,39,0.0
737,,DNC member,,WI,Martha K. Laning,,D,,,DNC members,,,1,WI,Wisconsin,5,1,39,0.0
738,,DNC member,,WI,Martha Marie Love,,D,,,DNC members,,,1,WI,Wisconsin,5,1,39,0.0
739,,DNC member,,WI,Mahlon Mitchell,,D,,,DNC members,,,1,WI,Wisconsin,5,1,39,0.0
740,,DNC member,,WI,Khary Penebaker,,D,,,DNC members,,,1,WI,Wisconsin,5,1,39,0.0
741,,DNC member,,WI,Andrew Werthmann,,D,,,DNC members,,,1,WI,Wisconsin,5,1,39,0.0
742,,senator,,WV,Joe Manchin III,,D,,,Senators,,,6,WV,West Virginia,6,4,16,0.0
743,,minority leader,,WV,Tim Miley,,D,,,State legislative leaders,House,,2,WV,West Virginia,6,4,16,0.0
744,,minority leader,,WV,Roman Prezioso,,D,,,State legislative leaders,Senate,,2,WV,West Virginia,6,4,16,0.0
745,,state treasurer,,WV,John Perdue,,D,,224.0,Statewide officeholders,,,2,WV,West Virginia,6,4,16,0.0
746,,DNC member,,WV,Belinda J. Biafore,,D,,,DNC members,,,1,WV,West Virginia,6,4,16,0.0
747,,DNC member,,WV,Elaine A. Harris,,D,,,DNC members,,,1,WV,West Virginia,6,4,16,0.0
748,,DNC member,,WV,William Laird,,D,,,DNC members,,,1,WV,West Virginia,6,4,16,0.0
749,,DNC member,,WV,Pat Maroney,,D,,,DNC members,,,1,WV,West Virginia,6,4,16,0.0
750,,former DNC chair,,FL,Kenneth Curtis,,D,,,Former party leaders,,,5,FL,Florida,8,7,68,0.0
751,,former DNC chair,,FL,Debbie Wasserman Schultz,,D,,,Former party leaders,,,5,FL,Florida,8,7,68,0.0
752,,mayor,Tampa,FL,Bob Buckhorn ,,D,,51.0,Mayors,,,3,FL,Florida,8,7,68,0.0
753,,representative,,FL,Al Lawson,,D,,,Representatives,,5.0,3,FL,Florida,8,7,68,0.0
754,,representative,,FL,Stephanie Murphy,,D,,,Representatives,,7.0,3,FL,Florida,8,7,68,0.0
755,,representative,,FL,Darren Soto,,D,,,Representatives,,9.0,3,FL,Florida,8,7,68,0.0
756,,representative,,FL,Val Demings,,D,,,Representatives,,10.0,3,FL,Florida,8,7,68,0.0
757,,representative,,FL,Charlie Crist,,D,,,Representatives,,13.0,3,FL,Florida,8,7,68,0.0
758,,representative,,FL,Kathy Castor,,D,,,Representatives,,14.0,3,FL,Florida,8,7,68,0.0
759,,representative,,FL,Alcee L. Hastings,,D,,,Representatives,,20.0,3,FL,Florida,8,7,68,0.0
760,,representative,,FL,Lois Frankel,,D,,,Representatives,,21.0,3,FL,Florida,8,7,68,0.0
761,,representative,,FL,Ted Deutch,,D,,,Representatives,,22.0,3,FL,Florida,8,7,68,0.0
762,,representative,,FL,Frederica Wilson,,D,,,Representatives,,24.0,3,FL,Florida,8,7,68,0.0
763,,representative,,FL,Debbie Mucarsel-Powell,,D,,,Representatives,,26.0,3,FL,Florida,8,7,68,0.0
764,,representative,,FL,Donna Shalala,,D,,,Representatives,,27.0,3,FL,Florida,8,7,68,0.0
765,,minority leader,,FL,Aurdrey Gibson,,D,,,State legislative leaders,Senate,,2,FL,Florida,8,7,68,0.0
766,,minority leader,,FL,Kionne McGhee,,D,,,State legislative leaders,House,,2,FL,Florida,8,7,68,0.0
767,,commissioner of agriculture and consumer services,,FL,Nikki Fried,,D,,43.0,Statewide officeholders,,,2,FL,Florida,8,7,68,0.0
768,,DNC member,,FL,Nikki Ford Barnes,,D,,,DNC members,,,1,FL,Florida,8,7,68,0.0
769,,DNC member,,FL,Dwight Bullard,,D,,,DNC members,,,1,FL,Florida,8,7,68,0.0
770,,DNC member,,FL,Cynthia M. Busch,,D,,,DNC members,,,1,FL,Florida,8,7,68,0.0
771,,DNC member,,FL,Grace Carrington,,D,,,DNC members,,,1,FL,Florida,8,7,68,0.0
772,,DNC member,,FL,Alan R. Clendenin,,D,,,DNC members,,,1,FL,Florida,8,7,68,0.0
773,,DNC member,,FL,Alma R. Gonzalez Esq.,,D,,,DNC members,,,1,FL,Florida,8,7,68,0.0
774,,DNC member,,FL,Ken N. Evans,,D,,,DNC members,,,1,FL,Florida,8,7,68,0.0
775,,DNC member,,FL,Shawn W. Kinsey,,D,,,DNC members,,,1,FL,Florida,8,7,68,0.0
776,,DNC member,,FL,Judy C. Mount,,D,,,DNC members,,,1,FL,Florida,8,7,68,0.0
777,,DNC member,,FL,John A. Ramos,,D,,,DNC members,,,1,FL,Florida,8,7,68,0.0
778,,DNC member,,FL,Terrie Lorraine Rizzo,,D,,,DNC members,,,1,FL,Florida,8,7,68,0.0
779,,DNC member,,FL,Casmore Shaw,,D,,,DNC members,,,1,FL,Florida,8,7,68,0.0
780,,DNC member,,FL,Craig Smith,,D,,,DNC members,,,1,FL,Florida,8,7,68,0.0
781,,former House majority leader,,MO,Richard Gephardt,,D,,,Former party leaders,,,5,MO,Missouri,4,4,30,0.0
782,,mayor,Kansas City,MO,Sly James,,D,,36.0,Mayors,,,3,MO,Missouri,4,4,30,0.0
783,,mayor,St. Louis,MO,Lyda Krewson,,D,,59.0,Mayors,,,3,MO,Missouri,4,4,30,0.0
784,,representative,,MO,"William ""Lacy"" Clay Jr.",,D,,,Representatives,,1.0,3,MO,Missouri,4,4,30,0.0
785,,representative,,MO,Emanuel Cleaver,,D,,,Representatives,,5.0,3,MO,Missouri,4,4,30,0.0
786,,minority leader,,MO,Crystal Quade,,D,,,State legislative leaders,House,,2,MO,Missouri,4,4,30,0.0
787,,minority leader,,MO,Gina Walsh,,D,,,State legislative leaders,Senate,,2,MO,Missouri,4,4,30,0.0
788,,state auditor,,MO,Nicole Galloway,,D,,118.0,Statewide officeholders,,,2,MO,Missouri,4,4,30,0.0
789,,DNC member,,MO,Winston Apple,,D,,,DNC members,,,1,MO,Missouri,4,4,30,0.0
790,,DNC member,,MO,Jean Peters Baker,,D,,,DNC members,,,1,MO,Missouri,4,4,30,0.0
791,,DNC member,,MO,Persephone Dakopolos,,D,,,DNC members,,,1,MO,Missouri,4,4,30,0.0
792,,DNC member,,MO,Megan E. Green,,D,,,DNC members,,,1,MO,Missouri,4,4,30,0.0
793,,DNC member,,MO,Clem Smith,,D,,,DNC members,,,1,MO,Missouri,4,4,30,0.0
794,,DNC member,,MO,Brian Wahby,,D,,,DNC members,,,1,MO,Missouri,4,4,30,0.0
795,,DNC member,,MO,Curtis Wylde,,D,,,DNC members,,,1,MO,Missouri,4,4,30,0.0
796,,former Senate majority leader,,SD,Tom Daschle,,D,,,Former party leaders,,,5,SD,South Dakota,3,3,13,0.0
797,,minority leader,,SD,Troy Heinert,,D,,,State legislative leaders,Senate,,2,SD,South Dakota,3,3,13,0.0
798,,minority leader,,SD,Jamie Smith,,D,,,State legislative leaders,House,,2,SD,South Dakota,3,3,13,0.0
799,,DNC member,,SD,Deb J. Knecht,,D,,,DNC members,,,1,SD,South Dakota,3,3,13,0.0
800,,DNC member,,SD,Joe Lowe,,D,,,DNC members,,,1,SD,South Dakota,3,3,13,0.0
801,,DNC member,,SD,Ann Tornberg,,D,,,DNC members,,,1,SD,South Dakota,3,3,13,0.0
802,,DNC member,,SD,Bill E. Walsh,,D,,,DNC members,,,1,SD,South Dakota,3,3,13,0.0
803,,mayor,Indianapolis,IN,Joe Hogsett,,D,,16.0,Mayors,,,3,IN,Indiana,5,3,18,0.0
804,,representative,,IN,Peter Visclosky,,D,,,Representatives,,1.0,3,IN,Indiana,5,3,18,0.0
805,,representative,,IN,André Carson,,D,,,Representatives,,7.0,3,IN,Indiana,5,3,18,0.0
806,,minority leader,,IN,Phil Giaquinta,,D,,,State legislative leaders,House,,2,IN,Indiana,5,3,18,0.0
807,,minority leader,,IN,Tim Lanane,,D,,,State legislative leaders,Senate,,2,IN,Indiana,5,3,18,0.0
808,,DNC member,,IN,David a Frye,,D,,,DNC members,,,1,IN,Indiana,5,3,18,0.0
809,,DNC member,,IN,Cindy S. Henry,,D,,,DNC members,,,1,IN,Indiana,5,3,18,0.0
810,,DNC member,,IN,Cordelia M. Lewis-Burks,,D,,,DNC members,,,1,IN,Indiana,5,3,18,0.0
811,,DNC member,,IN,S. Anthony Long,,D,,,DNC members,,,1,IN,Indiana,5,3,18,0.0
812,,DNC member,,IN,John C. Zody,,D,,,DNC members,,,1,IN,Indiana,5,3,18,0.0
813,,mayor,Louisville,KY,Greg Fischer,,D,,28.0,Mayors,,,3,KY,Kentucky,5,4,21,0.0
814,,mayor,Lexington,KY,Linda Gorton,,,,57.0,Mayors,,,3,KY,Kentucky,5,4,21,0.0
815,,representative,,KY,John A. Yarmuth,,D,,,Representatives,,3.0,3,KY,Kentucky,5,4,21,0.0
816,,minority floor leader,,KY,Rocky Adkins,,D,,,State legislative leaders,House,,2,KY,Kentucky,5,4,21,0.0
817,,minority floor leader,,KY,Morgan McGarvey,,D,,,State legislative leaders,Senate,,2,KY,Kentucky,5,4,21,0.0
818,,secretary of state,,KY,Alison Lundergan-Grimes,,D,,81.0,Statewide officeholders,,,2,KY,Kentucky,5,4,21,0.0
819,,attorney general,,KY,Andy Beshear,,D,,82.0,Statewide officeholders,,,2,KY,Kentucky,5,4,21,0.0
820,,DNC member,,KY,Cassie Chambers Armstrong,,D,,,DNC members,,,1,KY,Kentucky,5,4,21,0.0
821,,DNC member,,KY,Charlotte Lundergan,,D,,,DNC members,,,1,KY,Kentucky,5,4,21,0.0
822,,DNC member,,KY,Ben Self,,D,,,DNC members,,,1,KY,Kentucky,5,4,21,0.0
823,,DNC member,,KY,Nathan Gene Smith,,D,,,DNC members,,,1,KY,Kentucky,5,4,21,0.0
824,,representative,,IA,Abby Finkenauer,,D,,,Representatives,,1.0,3,IA,Iowa,4,3,24,0.0
825,,representative,,IA,David Loebsack,,D,,,Representatives,,2.0,3,IA,Iowa,4,3,24,0.0
826,,representative,,IA,Cindy Axne,,D,,,Representatives,,3.0,3,IA,Iowa,4,3,24,0.0
827,,minority leader,,IA,Janet Petersen,,D,,,State legislative leaders,Senate,,2,IA,Iowa,4,3,24,0.0
828,,minority leader,,IA,Todd Prichard,,D,,,State legislative leaders,House,,2,IA,Iowa,4,3,24,0.0
829,,attorney general,,IA,Tom Miller,,D,,71.0,Statewide officeholders,,,2,IA,Iowa,4,3,24,0.0
830,,state treasurer,,IA,Michael Fitzgerald,,D,,72.0,Statewide officeholders,,,2,IA,Iowa,4,3,24,0.0
831,,state auditor,,IA,Rob Sand,,D,,73.0,Statewide officeholders,,,2,IA,Iowa,4,3,24,0.0
832,,DNC member,,IA,Jan M. Bauer,,D,,,DNC members,,,1,IA,Iowa,4,3,24,0.0
833,,DNC member,,IA,Scott M. Brennan,,D,,,DNC members,,,1,IA,Iowa,4,3,24,0.0
834,,DNC member,,IA,Sandy Opstvedt,,D,,,DNC members,,,1,IA,Iowa,4,3,24,0.0
835,,DNC member,,IA,Andrea Phillips,,D,,,DNC members,,,1,IA,Iowa,4,3,24,0.0
836,,DNC member,,IA,Troy M. Price,,D,,,DNC members,,,1,IA,Iowa,4,3,24,0.0
837,,representative,,KS,Sharice Davids,,D,,,Representatives,,3.0,3,KS,Kansas,3,5,13,0.0
838,,minority leader,,KS,Anthony Hensley,,D,,,State legislative leaders,Senate,,2,KS,Kansas,3,5,13,0.0
839,,minority leader,,KS,Tom Sawyer,,D,,,State legislative leaders,House,,2,KS,Kansas,3,5,13,0.0
840,,lieutenant governor,,KS,Lynn Rogers,,D,,75.0,Statewide officeholders,,,2,KS,Kansas,3,5,13,0.0
841,,DNC member,,KS,John Gibson,,D,,,DNC members,,,1,KS,Kansas,3,5,13,0.0
842,,DNC member,,KS,Vicki Hiatt,,D,,,DNC members,,,1,KS,Kansas,3,5,13,0.0
843,,DNC member,,KS,Teresa Garcia Krusor,,D,,,DNC members,,,1,KS,Kansas,3,5,13,0.0
844,,DNC member,,KS,Christopher T. Reeves,,D,,,DNC members,,,1,KS,Kansas,3,5,13,0.0
845,,representative,,MS,Bennie G. Thompson,,D,,,Representatives,,2.0,3,MS,Mississippi,5,6,13,0.0
846,,minority leader,,MS,David Baria,,D,,,State legislative leaders,House,,2,MS,Mississippi,5,6,13,0.0
847,,Democratic caucus chairman,,MS,Derrick T. Simmons,,D,,,State legislative leaders,Senate,,2,MS,Mississippi,5,6,13,0.0
848,,attorney general,,MS,Jim Hood,,D,,109.0,Statewide officeholders,,,2,MS,Mississippi,5,6,13,0.0
849,,DNC member,,MS,Will Colom,,D,,,DNC members,,,1,MS,Mississippi,5,6,13,0.0
850,,DNC member,,MS,Rae Shawn Davis,,D,,,DNC members,,,1,MS,Mississippi,5,6,13,0.0
851,,DNC member,,MS,Bobby Moak,,D,,,DNC members,,,1,MS,Mississippi,5,6,13,0.0
852,,DNC member,,MS,Vicki R. Slater,,D,,,DNC members,,,1,MS,Mississippi,5,6,13,0.0
853,,representative,,OK,Kendra Horn,,D,,,Representatives,,5.0,3,OK,Oklahoma,3,6,11,0.0
854,,minority leader,,OK,Kay Floyd,,D,,,State legislative leaders,Senate,,2,OK,Oklahoma,3,6,11,0.0
855,,minority leader,,OK,Emily Virgin,,D,,,State legislative leaders,House,,2,OK,Oklahoma,3,6,11,0.0
856,,DNC member,,OK,Brian Jones,,D,,,DNC members,,,1,OK,Oklahoma,3,6,11,0.0
857,,DNC member,,OK,Anna Langthorn,,D,,,DNC members,,,1,OK,Oklahoma,3,6,11,0.0
858,,DNC member,,OK,Betty McElderry,,D,,,DNC members,,,1,OK,Oklahoma,3,6,11,0.0
859,,DNC member,,OK,David L. Walters,,D,,,DNC members,,,1,OK,Oklahoma,3,6,11,0.0
860,,representative,,UT,Ben McAdams,,D,,,Representatives,,4.0,3,UT,Utah,1,4,11,0.0
861,,minority leader,,UT,Brian King,,D,,,State legislative leaders,House,,2,UT,Utah,1,4,11,0.0
862,,minority leader,,UT,Karen Mayne,,D,,,State legislative leaders,Senate,,2,UT,Utah,1,4,11,0.0
863,,DNC member,,UT,Marcus Stevenson,,D,,,DNC members,,,1,UT,Utah,1,4,11,0.0
864,,DNC member,,UT,Charles A. Stormont,,D,,,DNC members,,,1,UT,Utah,1,4,11,0.0
865,,DNC member,,UT,Daisy Thomas,,D,,,DNC members,,,1,UT,Utah,1,4,11,0.0
866,,DNC member,,UT,Jenny Wilson,,D,,,DNC members,,,1,UT,Utah,1,4,11,0.0
867,,minority leader,,AK,Tom Begich,,D,,,State legislative leaders,Senate,,2,AK,Alaska,1,7,8,0.0
868,,speaker,,AK,Bryce Edgmon,,I,,,State legislative leaders,House,,2,AK,Alaska,1,7,8,0.0
869,,DNC member,,AK,Chuck Degnan,,D,,,DNC members,,,1,AK,Alaska,1,7,8,0.0
870,,DNC member,,AK,Sheila A. Selkregg,,D,,,DNC members,,,1,AK,Alaska,1,7,8,0.0
871,,DNC member,,AK,Casey Steinau,,D,,,DNC members,,,1,AK,Alaska,1,7,8,0.0
872,,DNC member,,AK,Edward Wesley,,D,,,DNC members,,,1,AK,Alaska,1,7,8,0.0
873,,minority leader,,AR,Charles Blake,,D,,,State legislative leaders,House,,2,AR,Arkansas,4,5,9,0.0
874,,minority leader,,AR,Keith Ingram,,D,,,State legislative leaders,Senate,,2,AR,Arkansas,4,5,9,0.0
875,,DNC member,,AR,Michael John Gray,,D,,,DNC members,,,1,AR,Arkansas,4,5,9,0.0
876,,DNC member,,AR,Nicole Hart,,D,,,DNC members,,,1,AR,Arkansas,4,5,9,0.0
877,,DNC member,,AR,Dustin McDaniel,,D,,,DNC members,,,1,AR,Arkansas,4,5,9,0.0
878,,DNC member,,AR,Lottie Shackelford,,D,,,DNC members,,,1,AR,Arkansas,4,5,9,0.0
879,,DNC member,,AR,Kasey Summerville,,D,,,DNC members,,,1,AR,Arkansas,4,5,9,0.0
880,,minority leader,,ID,Mathew Erpelding,,D,,,State legislative leaders,House,,2,ID,Idaho,1,2,9,0.0
881,,minority leader,,ID,Michelle Stennett,,D,,,State legislative leaders,Senate,,2,ID,Idaho,1,2,9,0.0
882,,DNC member,,ID,Evangeline M. Beechler,,D,,,DNC members,,,1,ID,Idaho,1,2,9,0.0
883,,DNC member,,ID,Susan S. Eastlake,,D,,,DNC members,,,1,ID,Idaho,1,2,9,0.0
884,,DNC member,,ID,Paulette Jordan,,D,,,DNC members,,,1,ID,Idaho,1,2,9,0.0
885,,DNC member,,ID,Bert C. Marley,,D,,,DNC members,,,1,ID,Idaho,1,2,9,0.0
886,,DNC member,,ID,Jerry C. Shriner,,D,,,DNC members,,,1,ID,Idaho,1,2,9,0.0
887,,minority leader,,ND,Josh Boschee,,D,,,State legislative leaders,House,,2,ND,North Dakota,3,2,7,0.0
888,,minority leader,,ND,Joan Heckaman,,D,,,State legislative leaders,Senate,,2,ND,North Dakota,3,2,7,0.0
889,,DNC member,,ND,Ondine E. Baird,,D,,,DNC members,,,1,ND,North Dakota,3,2,7,0.0
890,,DNC member,,ND,Joshua A. Boschee,,D,,,DNC members,,,1,ND,North Dakota,3,2,7,0.0
891,,DNC member,,ND,Warren D. Larson,,D,,,DNC members,,,1,ND,North Dakota,3,2,7,0.0
892,,Executive Board member,,NE,Kate Bolz,,D,,,State legislative leaders,Legislature,,2,NE,Nebraska,3,4,8,0.0
893,,Executive Board chairman,,NE,Tony Vargas,,D,,,State legislative leaders,Legislature,,2,NE,Nebraska,3,4,8,0.0
894,,DNC member,,NE,Ron Kaminski,,D,,,DNC members,,,1,NE,Nebraska,3,4,8,0.0
895,,DNC member,,NE,Jane Erin Fleming Kleeb,,D,,,DNC members,,,1,NE,Nebraska,3,4,8,0.0
896,,DNC member,,NE,Frank D. LaMere,,D,,,DNC members,,,1,NE,Nebraska,3,4,8,0.0
897,,DNC member,,NE,Patricia A. Zieg,,D,,,DNC members,,,1,NE,Nebraska,3,4,8,0.0
898,,minority leader,,WY,Cathy Connolly,,D,,,State legislative leaders,House,,2,WY,Wyoming,2,3,8,0.0
899,,minority leader,,WY,Chris Rothfuss,,D,,,State legislative leaders,Senate,,2,WY,Wyoming,2,3,8,0.0
900,,DNC member,,WY,Joseph M. Barbuto,,D,,,DNC members,,,1,WY,Wyoming,2,3,8,0.0
901,,DNC member,,WY,Jessica S. Chambers,,D,,,DNC members,,,1,WY,Wyoming,2,3,8,0.0
902,,DNC member,,WY,Lucas Fralick,,D,,,DNC members,,,1,WY,Wyoming,2,3,8,0.0
903,,DNC member,,WY,Erin O'Doherty,,D,,,DNC members,,,1,WY,Wyoming,2,3,8,0.0
